%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1711478678201207212,5757,1711478678195883946,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678218366426,5758,1711478678215999288,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678261703519,5759,1711478678235908997,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678270925807,5760,1711478678255995251,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678292693569,5761,1711478678275905504,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678315753647,5762,1711478678295924877,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678327977796,5763,1711478678316126300,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678343427911,5764,1711478678337212913,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678370497796,5765,1711478678355988598,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678390353294,5766,1711478678375874402,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678435390784,5767,1711478678395908976,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678435402189,5768,1711478678416059966,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678467292071,5769,1711478678435901546,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678480883038,5770,1711478678455907416,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
1711478678508972250,5771,1711478678475943525,base_link,-1.9359333515167236,-1.6170698404312134,1.0,0.0,0.0,0.0,0.0
