%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1711478687898655591,113,1711478687898467063,world,-1.499061710177506,-1.6378085571480203,0.8928143102059327,0.0,0.0,0.04075000216576131,0.9991693736917132
1711478687918791505,114,1711478687918488264,world,-1.4935718706982735,-1.6374567260983033,0.8916312040997113,0.0,0.0,0.04166888052337285,0.9991314750301528
1711478687938727950,115,1711478687938487291,world,-1.4880684254505279,-1.6370971605039188,0.8904457595014509,0.0,0.0,0.04260362992649983,0.9990920531748243
1711478687958881682,116,1711478687958495378,world,-1.4825580602015382,-1.6367300023959597,0.8892595397279155,0.0,0.0,0.04355353257894024,0.9990510946893033
1711478687979523931,117,1711478687978741168,world,-1.4770161275127864,-1.6363532816057456,0.8880673654645959,0.0,0.0,0.044523179394832774,0.9990083515649785
1711478687999236418,118,1711478687998643636,world,-1.4714743045260255,-1.6359688403076502,0.8868761755208407,0.0,0.0,0.045507310052651476,0.9989640057238158
1711478688018851330,119,1711478688018527030,world,-1.4658862066368878,-1.6355731189286975,0.8856761286503545,0.0,0.0,0.046514498898859585,0.9989176149173604
1711478688038713470,120,1711478688038495302,world,-1.4603246449357263,-1.635170993127999,0.8844829810473971,0.0,0.0,0.04753184907565717,0.9988697228985615
1711478688058724248,121,1711478688058499336,world,-1.4547140434275538,-1.6347567137178034,0.883280639739206,0.0,0.0,0.04857341888606451,0.9988196148342897
1711478688078775454,122,1711478688078474998,world,-1.4491011512175944,-1.6343333809945928,0.8820792531867515,0.0,0.0,0.04963087859733913,0.9987676285751638
1711478688098874084,123,1711478688098479032,world,-1.4462719954082994,-1.6341165415538068,0.8814742838729649,0.0,0.0,0.05016980655279552,0.9987407023399292
1711478688118714615,124,1711478688118472099,world,-1.4377842728734513,-1.6334515389325948,0.8796618576018408,0.0,0.0,0.05181079352777568,0.9986569189035953
1711478688138674827,125,1711478688138475894,world,-1.4321111880687096,-1.6329945063474598,0.8784527286670468,0.0,0.0,0.05292809954296242,0.9985983257940954
1711478688158746558,126,1711478688158512830,world,-1.4264235007911974,-1.6325257790442251,0.8772424567585164,0.0,0.0,0.054065031900034845,0.9985374165877051
1711478688178681203,127,1711478688178469657,world,-1.4207123409152969,-1.6320441617695176,0.8760292937511032,0.0,0.0,0.05522376137594685,0.9984740037574802
1711478688198929483,128,1711478688198625326,world,-1.414992502074599,-1.6315504540642194,0.8748165182389753,0.0,0.0,0.056401658961674934,0.9984081594550251
1711478688218746054,129,1711478688218486785,world,-1.4092346644729283,-1.6310416306286675,0.8735980590732109,0.0,0.0,0.057605170200682274,0.9983394434590623
1711478688238719427,130,1711478688238469600,world,-1.4034344120683304,-1.6305166955927881,0.8723731501610625,0.0,0.0,0.05883567630806938,0.9982676811323564
1711478688258678430,131,1711478688258459806,world,-1.3976601262606074,-1.6299814333891463,0.8711563598350912,0.0,0.0,0.06007880943271361,0.9981936368546674
1711478688278701801,132,1711478688278462886,world,-1.3918811011940182,-1.629432720764592,0.8699413179606661,0.0,0.0,0.06134114248114507,0.998116859009559
1711478688298685001,133,1711478688298472166,world,-1.3860845428663575,-1.6288689239958345,0.86872546421012,0.0,0.0,0.06262563817574263,0.9980370882101932
1711478688318680585,134,1711478688318463325,world,-1.380261762908082,-1.6282887029215938,0.8675071220749314,0.0,0.0,0.06393449369279985,0.9979540973993971
1711478688338724000,135,1711478688338495254,world,-1.3744068712018407,-1.627690918109322,0.8662852178577123,0.0,0.0,0.06526937763385716,0.9978676807790143
1711478688358681384,136,1711478688358464002,world,-1.3685327078880267,-1.6270763477844397,0.8650625860545276,0.0,0.0,0.06662767689873869,0.9977779074879727
1711478688378715194,137,1711478688378472805,world,-1.3626667593280635,-1.6264474860348277,0.8638450687321189,0.0,0.0,0.06800315617037322,0.9976851060083376
1711478688398681405,138,1711478688398461341,world,-1.3484135077433033,-1.6260314044797446,0.8606419487341157,0.0,0.0,0.0697386514898926,0.997565296353262
1711478688418707326,139,1711478688418501377,world,-1.3421022945320291,-1.6256112059832304,0.8592656363857907,0.0,0.0,0.07120505900573183,0.9974616982982305
1711478688438668990,140,1711478688438471078,world,-1.335768030533798,-1.6251674360710908,0.8578883305149478,0.0,0.0,0.07269879889930064,0.9973539415065241
1711478688458686232,141,1711478688458469867,world,-1.329406259346419,-1.6246970300859025,0.8565092920195063,0.0,0.0,0.0742227891783891,0.997241684631454
1711478688478703713,142,1711478688478466987,world,-1.3230063183435754,-1.6241964165129117,0.8551264445022777,0.0,0.0,0.07578147812837867,0.9971244493906857
1711478688498722698,143,1711478688498480081,world,-1.3165849578010862,-1.6236642328552497,0.8537436246744969,0.0,0.0,0.07737257689346679,0.9970022489166535
1711478688519772208,144,1711478688518759965,world,-1.3133507951801833,-1.6233841703027903,0.8530489684736515,0.0,0.0,0.07818468183326993,0.9969388925739784
1711478688539847588,145,1711478688538807392,world,-1.3068345522982818,-1.622794113340165,0.8516531297221496,0.0,0.0,0.07984356701435526,0.9968074060752279
1711478688559399373,146,1711478688558696269,world,-1.2970243767582783,-1.6218370935185609,0.8495614100238127,0.0,0.0,0.08239918704853011,0.9965994049635698
1711478688578876834,147,1711478688578588724,world,-1.2904289146895533,-1.6211446049035485,0.848161834481424,0.0,0.0,0.08415630775325926,0.9964525657879248
1711478688598793502,148,1711478688598463296,world,-1.283738141705484,-1.6203998204947831,0.8467476397041833,0.0,0.0,0.08597034429592727,0.9962976964249389
1711478688618721645,149,1711478688618472337,world,-1.2770281300460322,-1.619608463793093,0.8453352707162637,0.0,0.0,0.08782119869686343,0.9961362542641674
1711478688638740008,150,1711478688638494491,world,-1.2702550310138683,-1.618762719334412,0.8439161377728084,0.0,0.0,0.08972163768204068,0.9959668808407499
1711478688658706164,151,1711478688658474445,world,-1.2633960849208004,-1.6178564170973981,0.8424862422391107,0.0,0.0,0.09167921696933265,0.9957885926118505
1711478688678708974,152,1711478688678465843,world,-1.2564665860607755,-1.6168881832349231,0.8410495555761162,0.0,0.0,0.09369068867950078,0.9956013533813425
1711478688698848425,153,1711478688698615312,world,-1.2494994843526597,-1.6158598126092778,0.8396136047509153,0.0,0.0,0.09574656024014817,0.9954057445093331
1711478688718815064,154,1711478688718520641,world,-1.242468052724802,-1.6147646822283916,0.8381735544540636,0.0,0.0,0.09785439604315704,0.995200742149557
1711478688740155173,155,1711478688738665580,world,-1.2388808439068937,-1.614183383210083,0.8374425795346102,0.0,0.0,0.09894217001797716,0.995093185079736
1711478688758955733,156,1711478688758589744,world,-1.2281689563896463,-1.6123547455865337,0.8352753019694089,0.0,0.0,0.10223875159555233,0.9947598894568392
1711478688778770429,157,1711478688778538227,world,-1.2209301086370974,-1.6110387875198269,0.8338243897166231,0.0,0.0,0.10450616345798538,0.9945242389199435
1711478688798802678,158,1711478688798535108,world,-1.2172957230792494,-1.6103532895650159,0.8331002446903036,0.0,0.0,0.10565621245056295,0.9944027176001691
1711478688818708837,159,1711478688818475246,world,-1.2062292323052664,-1.608162443652346,0.8309135905150214,0.0,0.0,0.10920435150806801,0.9940193205424642
1711478688839251135,160,1711478688838588237,world,-1.2025183874863214,-1.607392589641886,0.8301867251217963,0.0,0.0,0.11040919127751143,0.9938862160637132
1711478688859546151,161,1711478688858916521,world,-1.1912249442471716,-1.6049397755908004,0.8279952062148931,0.0,0.0,0.11412001124204114,0.9934669712849624
1711478688878908150,162,1711478688878553152,world,-1.1836452585021402,-1.6032001115371783,0.8265423635418365,0.0,0.0,0.11664600772247942,0.9931735542604864
1711478688898926976,163,1711478688898631095,world,-1.1759502942185245,-1.6013566176089884,0.8250827912519987,0.0,0.0,0.11923794503640936,0.9928657071646166
1711478688919020036,164,1711478688918503284,world,-1.1682139070769184,-1.5994241445749842,0.8236314319057629,0.0,0.0,0.12187045567887828,0.9925460150706478
1711478688938781472,165,1711478688938532829,world,-1.1603784305678946,-1.5973856868982252,0.8221783542052501,0.0,0.0,0.12456257767265098,0.9922117537318054
1711478688958705446,166,1711478688958485603,world,-1.1524963256258869,-1.5952522175548192,0.8207341874599154,0.0,0.0,0.12729564719558148,0.9918648185136208
1711478688978662896,167,1711478688978460788,world,-1.1445144383793848,-1.593006659913522,0.8192900978755541,0.0,0.0,0.1300870689115388,0.9915025741277753
1711478688998937179,168,1711478688998503684,world,-1.1364737847495936,-1.590657671718304,0.8178544521926996,0.0,0.0,0.13292141847061448,0.9911265794598386
1711478689018730824,169,1711478689018498659,world,-1.1283770325159894,-1.5882038737548836,0.8164285185944579,0.0,0.0,0.13579649790099652,0.9907367516943261
1711478689039533003,170,1711478689038876533,world,-1.120162252513598,-1.5856236336739948,0.8150024537308913,0.0,0.0,0.13873337067812713,0.9903297692487515
1711478689059649491,171,1711478689058711528,world,-1.1160398434379388,-1.584294466171557,0.8142947981096189,0.0,0.0,0.14021426613499724,0.990121184286158
1711478689078919580,172,1711478689078533411,world,-1.1035836654205826,-1.580139304276122,0.8121896607131522,0.0,0.0,0.14471556302053823,0.989473297173627
1711478689099129003,173,1711478689098718881,world,-1.0952015649340876,-1.5772259577461654,0.8108016043464632,0.0,0.0,0.14776535556595122,0.989022446506887
1711478689118681764,174,1711478689118469476,world,-1.0848797487607946,-1.5767132029532966,0.807645161101104,0.0,0.0,0.1509797854124793,0.988536850297854
1711478689138654992,175,1711478689138486862,world,-1.0763340414793974,-1.5735240289590218,0.8062036372269622,0.0,0.0,0.15413638311416772,0.9880495814484628
1711478689158642321,176,1711478689158455848,world,-1.0677367585335933,-1.5702164463839348,0.8047789222239263,0.0,0.0,0.15733632419952712,0.9875450780027114
1711478689178671195,177,1711478689178482532,world,-1.059082710518883,-1.5667860028042444,0.803370683143135,0.0,0.0,0.16058871186493814,0.9870214109235725
1711478689198939788,178,1711478689198621511,world,-1.0503487594032017,-1.5632204835663697,0.8019758323933168,0.0,0.0,0.16390956460885028,0.9864753694997849
1711478689219015119,179,1711478689218517541,world,-1.041538339707925,-1.5595177942542044,0.8005957112445116,0.0,0.0,0.16730427770626105,0.9859053091758794
1711478689238750704,180,1711478689238470315,world,-1.0326919707080857,-1.5556921589712067,0.7992372834441892,0.0,0.0,0.1707608071408261,0.9853125122237176
1711478689258704875,181,1711478689258485317,world,-1.0237990050386658,-1.551736690878177,0.7978995190821023,0.0,0.0,0.1742860323358796,0.9846950690100041
1711478689278670536,182,1711478689278469324,world,-1.0148325142273023,-1.5476367493801686,0.7965798168713012,0.0,0.0,0.17789370969474624,0.9840497081199919
1711478689298772825,183,1711478689298538446,world,-1.0057951726910712,-1.5433904864647987,0.7952804191989988,0.0,0.0,0.1815859385828652,0.9833750794630601
1711478689318716739,184,1711478689318502902,world,-0.9967298337734651,-1.5390157179514148,0.7940091380543042,0.0,0.0,0.18534595989952654,0.9826733308424133
1711478689338670073,185,1711478689338497877,world,-0.9876233300690359,-1.5345042357111893,0.7927656439750743,0.0,0.0,0.1891784427110043,0.9819427258315219
1711478689359493253,186,1711478689358589172,world,-0.9829536167334102,-1.5321451777058595,0.7921414125792123,0.0,0.0,0.19116477662055661,0.9815579596639277
1711478689379899632,187,1711478689379057884,world,-0.9692297255551096,-1.5250320555404073,0.7903612494576218,0.0,0.0,0.19708312995280255,0.9803867807595157
1711478689399479497,188,1711478689399088144,world,-0.9599801738434525,-1.5200857527218545,0.7892086207205189,0.0,0.0,0.20113722181986,0.9795630750485588
1711478689418873818,189,1711478689418503522,world,-0.9507026147631108,-1.5150011761752022,0.7880917183835259,0.0,0.0,0.20525201961608305,0.9787091541635436
1711478689438719339,190,1711478689438491821,world,-0.9413938119866532,-1.5097752499026105,0.7870114260460528,0.0,0.0,0.20942540438875537,0.9778246264011795
1711478689458679317,191,1711478689458456039,world,-0.9320165233315871,-1.504384851120169,0.785964993207797,0.0,0.0,0.21367084396180253,0.9769057121547867
1711478689478917685,192,1711478689478502988,world,-0.927301543249172,-1.5016266323193426,0.7854549860093393,0.0,0.0,0.21581992158571514,0.9764331832986504
1711478689501241306,193,1711478689499219179,world,-0.9178542147001755,-1.496003382832548,0.7844662129519856,0.0,0.0,0.22015175836198717,0.9754656340897537
1711478689519673505,194,1711478689518721580,world,-0.9084287137610894,-1.4902642457411561,0.7835245695568519,0.0,0.0,0.224502971057741,0.9744734044530139
1711478689538942283,195,1711478689538587808,world,-0.8941780966097881,-1.4813423701156443,0.7821872093735913,0.0,0.0,0.23112458264650143,0.9729241631784465
1711478689558700954,196,1711478689558481931,world,-0.8846998197511624,-1.475245651611067,0.7813552955991244,0.0,0.0,0.2355487928219453,0.9718625243315663
1711478689579150622,197,1711478689578694820,world,-0.8751093598433957,-1.4689448652011121,0.7805603589438421,0.0,0.0,0.24003414739910062,0.9707644452092314
1711478689599576380,198,1711478689598868131,world,-0.8703436698818501,-1.4657646000889393,0.7801828652958687,0.0,0.0,0.24226408817268685,0.97021034398828
1711478689621269118,199,1711478689620029211,world,-0.860759418767073,-1.4592698218252762,0.7794589540305412,0.0,0.0,0.24674648900811486,0.969080063855494
1711478689639261864,200,1711478689638679981,world,-0.8463499780722984,-1.449256610643774,0.7784593839110611,0.0,0.0,0.2534669750824936,0.9673440404233287
1711478689658840785,201,1711478689658570289,world,-0.8366846178319434,-1.4423729960556042,0.7778485268940507,0.0,0.0,0.257952018806066,0.9661577283207308
1711478689678716284,202,1711478689678495883,world,-0.8270434675782111,-1.435373733509631,0.7772860140943529,0.0,0.0,0.2623987183857835,0.9649595393535929
1711478689698775843,203,1711478689698486089,world,-0.8173594752803375,-1.428210518767157,0.7767671540699095,0.0,0.0,0.2668302430324958,0.9637435454534672
1711478689718677011,204,1711478689718480825,world,-0.807570960748694,-1.420835401802166,0.7762887917883337,0.0,0.0,0.2712662901967273,0.962504337550177
1711478689738695400,205,1711478689738467931,world,-0.797872220157784,-1.4133951309821176,0.7758596504136306,0.0,0.0,0.2756111446631478,0.9612692114790057
1711478689758683497,206,1711478689758494377,world,-0.7882082319588555,-1.405850648007114,0.7754755924626459,0.0,0.0,0.2798830192625278,0.9600341116483786
1711478689778688591,207,1711478689778492927,world,-0.7784425946915094,-1.3980946787937116,0.7751307921199536,0.0,0.0,0.28413419249675226,0.9587845225358086
1711478689798797778,208,1711478689798594236,world,-0.7686881931521423,-1.3902158265315374,0.7748285955122571,0.0,0.0,0.2883071872400368,0.9575379709367866
1711478689818675681,209,1711478689818471670,world,-0.7589090174379984,-1.3821856653165643,0.7745664591122616,0.0,0.0,0.29240983994318565,0.9562930960246449
1711478689838688688,210,1711478689838489055,world,-0.7500482217890249,-1.3755738045202595,0.7750521435767781,0.0,0.0,0.29652416977001017,0.9550253487432709
1711478689858779887,211,1711478689858519315,world,-0.7401898067293928,-1.367252520350455,0.7748941466832404,0.0,0.0,0.30050222916378233,0.9537811123458032
1711478689879003414,212,1711478689878500461,world,-0.7303912471412175,-1.3588639417692767,0.7747703158220485,0.0,0.0,0.30440128585009923,0.9525438872686162
1711478689898756870,213,1711478689898484706,world,-0.7254665513215826,-1.3546059274708435,0.7747195169451304,0.0,0.0,0.3063468275606773,0.9519199657762771
1711478689920208982,214,1711478689919268846,world,-0.710631298923363,-1.341620878965247,0.7746075981612215,0.0,0.0,0.3121815792325262,0.9500224532019682
1711478689939089575,215,1711478689938633203,world,-0.700771203223999,-1.3328687194845599,0.7745631177580763,0.0,0.0,0.31605804824356315,0.948739853774716
1711478689958689953,216,1711478689958502292,world,-0.6908828719438628,-1.3240026511939016,0.7745385773607941,0.0,0.0,0.3199582942467596,0.9474316281097566
1711478689978664377,217,1711478689978492975,world,-0.6809576078935448,-1.315020516084895,0.7745311230156006,0.0,0.0,0.3238974853624066,0.9460921831280024
1711478690001422669,218,1711478689999131917,world,-0.6759564656216241,-1.3104649294961817,0.7745330049767548,0.0,0.0,0.32589530085287854,0.945405866748251
1711478690019592853,219,1711478690018866062,world,-0.6659823376116953,-1.3013236442751475,0.7745462893022702,0.0,0.0,0.3299111306333459,0.9440119945658675
1711478690038939336,220,1711478690038594961,world,-0.6510443411793494,-1.2875047041916927,0.7745847524140925,0.0,0.0,0.33601165809365957,0.9418578266517456
1711478690058797363,221,1711478690058576107,world,-0.6410586115936103,-1.2781894664614208,0.7746188865712181,0.0,0.0,0.3401529885382942,0.9403701103227745
1711478690078716993,222,1711478690078515291,world,-0.6310278511006568,-1.2687761454104716,0.7746568290648169,0.0,0.0,0.34436831453006206,0.9388346307778193
1711478690100147603,223,1711478690099084377,world,-0.6209684621497299,-1.2592843140187873,0.7746966950621768,0.0,0.0,0.348651825037903,0.9372523165603484
1711478690118713713,224,1711478690118549346,world,-0.6109672982716502,-1.2498002430025745,0.7747369689561552,0.0,0.0,0.35296418760418313,0.9356368324670203
1711478690138808659,225,1711478690138474464,world,-0.6008858433584208,-1.2401964843095938,0.7747770667242815,0.0,0.0,0.35736313690156435,0.9339655177702622
1711478690158676522,226,1711478690158485651,world,-0.5908079223586337,-1.230556422823477,0.7748155113177756,0.0,0.0,0.36181042446695627,0.9322516917372909
1711478690178678099,227,1711478690178489685,world,-0.5806954643799175,-1.220847476494256,0.774851302489139,0.0,0.0,0.3663184396147733,0.9304895489999861
1711478690198823935,228,1711478690198605537,world,-0.570588330947387,-1.2111117104341964,0.7748831884689478,0.0,0.0,0.37086285183505463,0.9286876466976237
1711478690218769849,229,1711478690218498468,world,-0.5604614429962957,-1.201328142709554,0.7749108362037151,0.0,0.0,0.3754483143345188,0.926843332642237
1711478690238704135,230,1711478690238500118,world,-0.5503246172082666,-1.1915086955992875,0.7749344612629795,0.0,0.0,0.3800638850596392,0.9249602387526576
1711478690258679171,231,1711478690258493423,world,-0.5401844063191458,-1.181662180974433,0.7749543257106748,0.0,0.0,0.38469845708325245,0.9230423051614509
1711478690278804541,232,1711478690278518438,world,-0.5300242735796219,-1.1717749604140766,0.7749707322113545,0.0,0.0,0.38934992267959384,0.921089918362694
1711478690302129841,233,1711478690299372196,world,-0.5249021481111029,-1.1667831003505809,0.7749777651677425,0.0,0.0,0.39169479961666115,0.9200952037442993
1711478690319059896,234,1711478690318633794,world,-0.5096868470221754,-1.151929499320777,0.7749941827545712,0.0,0.0,0.3986454536171147,0.9171051206434325
1711478690338738044,235,1711478690338548183,world,-0.49950639196944324,-1.1419725964697665,0.7750018698957128,0.0,0.0,0.4032708574771502,0.9150806606576515
1711478690358702814,236,1711478690358485937,world,-0.4893510789458129,-1.1320274249985922,0.7750074324261191,0.0,0.0,0.40785155471911594,0.9130482513609015
1711478690378736606,237,1711478690378502845,world,-0.4791414964175684,-1.1220177035806085,0.7750113761005563,0.0,0.0,0.41241184123531616,0.9109975154789921
1711478690398780085,238,1711478690398561239,world,-0.46891995064496095,-1.1119863415291709,0.7750141403837636,0.0,0.0,0.41692106461221595,0.9089426966990914
1711478690418703745,239,1711478690418486595,world,-0.4587314725587698,-1.1019790922944945,0.7750161853088313,0.0,0.0,0.42134805487469035,0.9068990112759606
1711478690438844256,240,1711478690438552141,world,-0.4485394714764368,-1.0919615644637966,0.7750179816600721,0.0,0.0,0.42569726601533303,0.9048656462188577
1711478690458693280,241,1711478690458490371,world,-0.43831751860443646,-1.0819089276902818,0.7750197585598582,0.0,0.0,0.4299678577966891,0.9028441954521976
1711478690478714630,242,1711478690478475570,world,-0.42809757659146014,-1.0718533342097376,0.7750214282970463,0.0,0.0,0.43413442945211833,0.9008480988292553
1711478690498827389,243,1711478690498603343,world,-0.4178665758762906,-1.0617826307500338,0.7750228899254006,0.0,0.0,0.4381907787147815,0.898881995285996
1711478690518788630,244,1711478690518628835,world,-0.40766778497883616,-1.051740128382134,0.7750240355474771,0.0,0.0,0.44210914472973883,0.8969612612294574
1711478690538758344,245,1711478690538473129,world,-0.39744545646371227,-1.0416716458142483,0.7750247692609435,0.0,0.0,0.44590021694398574,0.8950826758067136
1711478690558711934,246,1711478690558473587,world,-0.3872244903574142,-1.0316024029159307,0.7750249880885595,0.0,0.0,0.4495434935144415,0.8932584438105421
1711478690578756750,247,1711478690578465938,world,-0.37699748417547285,-1.0215256306833482,0.7750247527902688,0.0,0.0,0.4530313620027412,0.8914945793676713
1711478690599015250,248,1711478690598679304,world,-0.3667962594327153,-1.0114729395731463,0.7750243692817469,0.0,0.0,0.45634432600322,0.8898032682141973
1711478690618878337,249,1711478690618494749,world,-0.3596558324720626,-1.0060822143556405,0.7750309929061528,0.0,0.0,0.4584965333428472,0.8886961960718587
1711478690638880656,250,1711478690638517856,world,-0.3498126558911292,-0.9966114938537951,0.7750300238016535,0.0,0.0,0.46133043744393104,0.8872283964615826
1711478690658734573,251,1711478690658484458,world,-0.3399897079818047,-0.9871668169582545,0.7750288539155231,0.0,0.0,0.46397088050545904,0.8858504512856495
1711478690678714745,252,1711478690678466558,world,-0.33017412522076645,-0.9777367327045916,0.7750275069621819,0.0,0.0,0.46641308398979053,0.8845670325549854
1711478690698767209,253,1711478690698538780,world,-0.3252969499109214,-0.9730541928373286,0.7750267791140902,0.0,0.0,0.46755075305707916,0.8839662286059112
1711478690718776247,254,1711478690718521595,world,-0.31065181079959514,-0.959007267657275,0.7750243962942551,0.0,0.0,0.4706504016837164,0.8823197829556789
1711478690738671515,255,1711478690738463163,world,-0.3009154409705773,-0.9496812481890679,0.7750226788460235,0.0,0.0,0.4724362800202296,0.8813648287290838
1711478690758697650,256,1711478690758478164,world,-0.291185758296128,-0.9403728815492427,0.7750208848819253,0.0,0.0,0.4739900935644785,0.8805301762022338
1711478690778674516,257,1711478690778454303,world,-0.28152836577582707,-0.9311457967509584,0.7750190519915834,0.0,0.0,0.47529398618668284,0.8798270436254919
1711478690798739702,258,1711478690798471689,world,-0.27187452257960865,-0.9219351951315164,0.7750171924938938,0.0,0.0,0.47634969468697014,0.8792559174504487
1711478690818811323,259,1711478690818466663,world,-0.262245573181432,-0.9127624253720399,0.7750153356108593,0.0,0.0,0.4771480582763737,0.8788229232803878
1711478690838712940,260,1711478690838500976,world,-0.2526340402368535,-0.903621338047774,0.7750135052442371,0.0,0.0,0.4776852989827425,0.8785310211573454
1711478690858657341,261,1711478690858491182,world,-0.2430771721824079,-0.894548274311489,0.7750117337646196,0.0,0.0,0.47795588639198394,0.878383840165137
1711478690878728678,262,1711478690878463029,world,-0.23355347518670524,-0.8855237153123539,0.775010042344684,0.0,0.0,0.4779573140501896,0.8783830633305314
1711478690898686140,263,1711478690898507118,world,-0.22406327840959317,-0.8765489270939001,0.7750084564434923,0.0,0.0,0.47768524846662935,0.8785310486245632
1711478690918805907,264,1711478690918542146,world,-0.2146203242300863,-0.8676378134628162,0.7750070016555762,0.0,0.0,0.4771360110659796,0.8788294640850667
1711478690938690217,265,1711478690938506126,world,-0.2052240782021348,-0.8587905531917184,0.7750056819469066,0.0,0.0,0.4763057710392426,0.8792797123070182
1711478690958725077,266,1711478690958501338,world,-0.1958595320997956,-0.8499936476062129,0.7750044889249679,0.0,0.0,0.4751883951894634,0.879884077067691
1711478690978674078,267,1711478690978465795,world,-0.18655934279514727,-0.841278356946777,0.7750034200816169,0.0,0.0,0.47378349215076393,0.880641358650289
1711478690998676379,268,1711478690998456478,world,-0.17727292466084665,-0.8325979355745772,0.7750024633185314,0.0,0.0,0.47207792464272197,0.8815568235031821
1711478691018660389,269,1711478691018455505,world,-0.1680475550745846,-0.8239972590748966,0.7750016173373948,0.0,0.0,0.4700743740883042,0.8826268083541815
1711478691038671159,270,1711478691038500308,world,-0.15888351603518644,-0.8154771110947515,0.7750008752476463,0.0,0.0,0.46776935206117876,0.8838505718006099
1711478691058706087,271,1711478691058461666,world,-0.14973489895599926,-0.8069955177009189,0.7750002272039144,0.0,0.0,0.46514767724031336,0.8852330983181442
1711478691078697346,272,1711478691078467130,world,-0.14066386736151903,-0.7986107685253103,0.7749996712847396,0.0,0.0,0.4622250738852958,0.8867626407735797
1711478691098951501,273,1711478691098751544,world,-0.131632503928528,-0.7902883899283375,0.7749991985324862,0.0,0.0,0.45898818781803497,0.8884423692302817
1711478691118719215,274,1711478691118519544,world,-0.12267817862856481,-0.782063403549081,0.7749988043633886,0.0,0.0,0.45544895791926104,0.89026189783134
1711478691138688887,275,1711478691138461351,world,-0.11371554178076237,-0.7738582335326682,0.7749984790748647,0.0,0.0,0.4515691527984624,0.8922361235911035
1711478691158708736,276,1711478691158506870,world,-0.1048724838315939,-0.7657906023377236,0.7749982209192979,0.0,0.0,0.44740172892092467,0.8943330995543928
1711478691178675372,277,1711478691178482770,world,-0.09606975412717608,-0.7577886340291539,0.7749980207167011,0.0,0.0,0.44290940898064085,0.8965663697888848
1711478691198949914,278,1711478691198526144,world,-0.08730602634636414,-0.7498519574683111,0.7749978724121495,0.0,0.0,0.43808657397146755,0.8989327859778738
1711478691218682698,279,1711478691218466281,world,-0.0786457363618235,-0.7420394568706357,0.7749977705552015,0.0,0.0,0.4329672172409013,0.901409667573335
1711478691238721867,280,1711478691238492965,world,-0.07001332817947825,-0.7342835784018866,0.774997707834646,0.0,0.0,0.4275042216771437,0.9040133519192178
1711478691258765989,281,1711478691258483648,world,-0.06143131641591895,-0.726605467657559,0.7749976783616574,0.0,0.0,0.4217057390573839,0.9067327443332273
1711478691278678075,282,1711478691278495311,world,-0.05294684751075695,-0.7190477874762111,0.7749976767264345,0.0,0.0,0.4156024169689607,0.9095463874973931
1711478691298896470,283,1711478691298542261,world,-0.04580610337640767,-0.7134632529785876,0.7750048764231202,0.0,0.0,0.4087178445403398,0.9126607932601787
1711478691318723951,284,1711478691318518161,world,-0.03753511635256722,-0.7062729095406126,0.7750047168395605,0.0,0.0,0.40189012709473293,0.915687897563236
1711478691338616797,285,1711478691338455438,world,-0.029358899917349964,-0.6992025316346994,0.7750045686787761,0.0,0.0,0.3947609524326229,0.9187838649184521
1711478691358737575,286,1711478691358498811,world,-0.0212331022985843,-0.6922138251954852,0.775004430428006,0.0,0.0,0.38729407823446477,0.9219562337576097
1711478691378618232,287,1711478691378485918,world,-0.013189802210162107,-0.6853345242083847,0.7750043019476738,0.0,0.0,0.3795205928766386,0.9251832897229417
1711478691398892280,288,1711478691398637771,world,-0.005195699764883873,-0.6785363066417753,0.7750041820212237,0.0,0.0,0.371409855102987,0.9284690191559318
1711478691418794555,289,1711478691418496370,world,0.002744685894523504,-0.6718233921211331,0.7750040700715873,0.0,0.0,0.3629659400175586,0.9318024073735643
1711478691438709692,290,1711478691438525438,world,0.010607824432124286,-0.6652158482839658,0.7750039657447956,0.0,0.0,0.35421544934058347,0.9351638441730137
1711478691459468073,291,1711478691458844184,world,0.01839463757275301,-0.6587129046049635,0.7750038683161359,0.0,0.0,0.34516069830657575,0.9385436017279736
1711478691479182242,292,1711478691478631496,world,0.026109749076797948,-0.6523107455243022,0.7750037770253155,0.0,0.0,0.335799354158039,0.9419335399841349
1711478691499053544,293,1711478691498809814,world,0.03374277041936157,-0.6460179894032924,0.7750036912912319,0.0,0.0,0.3261476391406221,0.9453188443498831
1711478691518747481,294,1711478691518514394,world,0.04133619145768479,-0.6397998704768795,0.7750036099609139,0.0,0.0,0.31615309110595585,0.9487081864220153
1711478691539389804,295,1711478691538701057,world,0.045101472192130274,-0.6367324791319593,0.7750035709148542,0.0,0.0,0.3110493324475412,0.9503937672270052
1711478691559907345,296,1711478691558745145,world,0.052597777929774825,-0.6306578633887655,0.775003495335125,0.0,0.0,0.3005915183614235,0.9537529759267721
1711478691578992682,297,1711478691578625202,world,0.06366757432058255,-0.6217684846049618,0.7750033878371165,0.0,0.0,0.2844129089404795,0.9587018813103553
1711478691598848775,298,1711478691598614454,world,0.07099384028948161,-0.615940368386354,0.7750033184701095,0.0,0.0,0.27321307568481146,0.9619535411207993
